MutualFundId,MutualFundName,MutualFundCode,DowbloadEnabled,AMCId,inDate
7538,Aditya Birla Sun Life Government Securities Fund - Growth - Direct Plan,119605,0,24,2020-07-14 00:00:00
7539,Aditya Birla Sun Life Government Securities Fund - Quarterly Dividend - Regular Plan,100057,0,24,2020-07-14 00:00:00
7540,Axis Gilt Fund - Direct Plan - Growth Option,120447,0,25,2020-07-14 00:00:00
7541,Axis Gilt Fund - Direct Plan - Half Yearly Dividend Option,120448,0,25,2020-07-14 00:00:00
7542,Axis Gilt Fund - Direct Plan - Regular Dividend Option,120449,0,25,2020-07-14 00:00:00
7543,Franklin India Government Securities Fund - Growth,100493,0,32,2020-07-14 00:00:00
7544,Axis Gilt Fund - Regular Plan - Growth Option,116471,0,25,2020-07-14 00:00:00
7545,Axis Gilt Fund - Regular Plan - Regular Dividend Option,116470,0,25,2020-07-14 00:00:00
7546,BARODA GILT FUND - Plan A - Dividend Option,101188,0,26,2020-07-14 00:00:00
7547,BARODA GILT FUND - Plan A - Growth Option,101187,0,26,2020-07-14 00:00:00
7548,BARODA GILT FUND - Plan B (Direct) - Dividend Option,119340,0,26,2020-07-14 00:00:00
7549,BARODA GILT FUND - Plan B (Direct) - Growth Option,119341,0,26,2020-07-14 00:00:00
7550,Canara Robeco Gilt Fund - Regular Plan - Dividend,100596,0,28,2020-07-14 00:00:00
7551,Canara Robeco Gilt Fund - Regular Plan - Growth,100597,0,28,2020-07-14 00:00:00
7552,Axis Gilt Fund - Regular Plan - Half Yearly Dividend Option,116472,0,25,2020-07-14 00:00:00
7553,UTI Banking & PSU Debt Fund- Regular Plan - Quarterly Div Option,126941,0,15,2020-07-14 00:00:00
7554,Franklin India Government Securities Fund - Quarterly Dividend,100494,0,32,2020-07-14 00:00:00
7555,HDFC Gilt Fund - Dividend Plan,101084,0,33,2020-07-14 00:00:00
7556,IDFC GSF - Investment Plan -Regular Plan- DIVIDEND,111527,0,37,2020-07-14 00:00:00
7557,IDFC GSF - Investment Plan -Regular Plan-GROWTH,111525,0,37,2020-07-14 00:00:00
7558,IDFC GSF -IP -Direct Plan_Periodic Dividend,131394,0,37,2020-07-14 00:00:00
7559,IDFC GSF -IP -Regular Plan_Periodic Dividend,131395,0,37,2020-07-14 00:00:00
7560,Invesco India Gilt Fund - Annual Dividend,107476,0,38,2020-07-14 00:00:00
7561,Invesco India Gilt Fund - Direct  Plan - Growth,120520,0,38,2020-07-14 00:00:00
7562,Invesco India Gilt Fund - Direct Plan - Annual Dividend,120519,0,38,2020-07-14 00:00:00
7563,Invesco India Gilt Fund - Direct Plan - Monthly Dividend,120521,0,38,2020-07-14 00:00:00
7564,Invesco India Gilt Fund - Direct Plan - Quarterly Dividend,120522,0,38,2020-07-14 00:00:00
7565,Invesco India Gilt Fund - Growth,107477,0,38,2020-07-14 00:00:00
7566,Invesco India Gilt Fund - Monthly Dividend,107471,0,38,2020-07-14 00:00:00
7567,Invesco India Gilt Fund - Quarterly Dividend,107472,0,38,2020-07-14 00:00:00
7568,Kotak Gilt-Investment  Provident Fund and Trust-Dividend,100280,0,40,2020-07-14 00:00:00
7569,Kotak Gilt-Investment  Provident Fund and Trust-Growth,100281,0,40,2020-07-14 00:00:00
7570,Kotak Gilt-Investment  Provident Fund and Trust-Growth - Direct,119757,0,40,2020-07-14 00:00:00
7571,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Quarterly Dividend,118466,0,37,2020-07-14 00:00:00
7572,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Growth,118464,0,37,2020-07-14 00:00:00
7573,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Dividend,118463,0,37,2020-07-14 00:00:00
7574,IDFC  Government Securities Fund-  Investment Plan-Direct Plan-Annual Dividend,118467,0,37,2020-07-14 00:00:00
7575,HDFC Gilt Fund - Growth Option - Direct Plan,119116,0,33,2020-07-14 00:00:00
7576,HDFC Gilt Fund - Growth Plan,101083,0,33,2020-07-14 00:00:00
7577,ICICI Prudential Gilt Fund - Direct Plan - Dividend,120589,0,35,2020-07-14 00:00:00
7578,ICICI Prudential Gilt Fund - Direct Plan - Growth,120590,0,35,2020-07-14 00:00:00
7579,ICICI Prudential Gilt Fund - Direct Plan Bonus,130955,0,35,2020-07-14 00:00:00
7580,ICICI Prudential Gilt Fund - Dividend,100368,0,35,2020-07-14 00:00:00
7581,ICICI Prudential Gilt Fund - Growth,100369,0,35,2020-07-14 00:00:00
7582,HDFC Gilt Fund - Dividend Option - Direct Plan,119115,0,33,2020-07-14 00:00:00
7583,IDBI Gilt Fund Annual Dividend,118034,0,36,2020-07-14 00:00:00
7584,IDBI Gilt Fund Growth,118030,0,36,2020-07-14 00:00:00
7585,IDBI Gilt Fund Growth Direct,118341,0,36,2020-07-14 00:00:00
7586,IDBI Gilt Fund Quarterly Dividend,118031,0,36,2020-07-14 00:00:00
7587,IDBI Gilt Fund Quarterly Dividend Direct,118446,0,36,2020-07-14 00:00:00
7588,IDFC Government Securities Fund - IP - Regular Plan - Half Yearly Dividend,108558,0,37,2020-07-14 00:00:00
7589,IDFC Government Securities Fund - IP - Regular Plan - Annual Dividend,108559,0,37,2020-07-14 00:00:00
7590,IDFC Government Securities Fund - IP - Regular Plan - Quarterly Dividend,108557,0,37,2020-07-14 00:00:00
7591,IDBI Gilt Fund Annual Dividend Direct,118447,0,36,2020-07-14 00:00:00
7592,Kotak Gilt-Investment Regular-Dividend,100264,0,40,2020-07-14 00:00:00
7593,UTI Banking & PSU Debt Fund- Regular Plan - Growth Option,126939,0,15,2020-07-14 00:00:00
7594,UTI Banking & PSU Debt Fund - Regular Plan - Half Yearly Div Option,139407,0,15,2020-07-14 00:00:00
7595,LIC MF Banking & PSU Debt Fund-Regular Plan-Daily Dividend,105822,0,19,2020-07-14 00:00:00
7596,LIC MF Banking & PSU Debt Fund-Regular Plan-Growth,105823,0,19,2020-07-14 00:00:00
7597,LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly Dividend,105856,0,19,2020-07-14 00:00:00
7598,LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly Dividend,105857,0,19,2020-07-14 00:00:00
7599,Nippon India Banking  & PSU Debt Fund -Quarterly Dividend Plan,134551,0,5,2020-07-14 00:00:00
7600,Nippon India Banking  & PSU Debt Fund- Direct Plan-Dividend Plan,134555,0,5,2020-07-14 00:00:00
7601,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,134552,0,5,2020-07-14 00:00:00
7602,Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,134547,0,5,2020-07-14 00:00:00
7603,Nippon India Banking  & PSU Debt Fund- Direct Plan-Monthly Dividend Plan,134550,0,5,2020-07-14 00:00:00
7604,Nippon India Banking  & PSU Debt Fund- Direct Plan-Quarterly Dividend Plan,134556,0,5,2020-07-14 00:00:00
7605,Nippon India Banking  & PSU Debt Fund- Direct Plan-Weekly Dividend Plan,134554,0,5,2020-07-14 00:00:00
7606,Nippon India Banking  & PSU Debt Fund- Dividend Plan,134548,0,5,2020-07-14 00:00:00
7607,Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,134545,0,5,2020-07-14 00:00:00
7608,Nippon India Banking  & PSU Debt Fund- Monthly Dividend Plan,134549,0,5,2020-07-14 00:00:00
7609,Nippon India Banking  & PSU Debt Fund- Weekly Dividend Plan,134553,0,5,2020-07-14 00:00:00
7610,LIC MF Banking & PSU Debt Fund-Direct Plan-Weekly Dividend,120336,0,19,2020-07-14 00:00:00
7611,LIC MF Banking & PSU Debt Fund-Direct Plan-Monthly Dividend,120339,0,19,2020-07-14 00:00:00
7612,LIC MF Banking & PSU Debt Fund-Direct Plan-Growth,120338,0,19,2020-07-14 00:00:00
7613,LIC MF Banking & PSU Debt Fund-Direct Plan-Daily Dividend,120337,0,19,2020-07-14 00:00:00
7614,Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option,120444,0,38,2020-07-14 00:00:00
7615,Invesco India Banking & PSU Debt Fund - Direct Plan -  Monthly Dividend Option,120445,0,38,2020-07-14 00:00:00
7616,Invesco India Banking & PSU Debt Fund - Growth Option,118232,0,38,2020-07-14 00:00:00
7617,Invesco India Banking & PSU Debt Fund - Monthly Dividend Option,118233,0,38,2020-07-14 00:00:00
7618,Kotak Banking and PSU Debt - Growth,123690,0,40,2020-07-14 00:00:00
7619,Kotak Banking and PSU Debt - Monthly Dividend,123691,0,40,2020-07-14 00:00:00
7620,Kotak Banking and PSU Debt Direct - Growth,123693,0,40,2020-07-14 00:00:00
7621,PGIM India Banking and PSU Debt fund - Monthly Dividend,138565,0,6,2020-07-14 00:00:00
7622,Kotak Banking and PSU Debt Direct - Monthly Dividend,123692,0,40,2020-07-14 00:00:00
7623,L&T Banking and PSU Debt Fund -  Regular Plan - Monthly Dividend,118080,0,21,2020-07-14 00:00:00
7624,L&T Banking and PSU Debt Fund - Direct Plan - Daily Dividend Option,119796,0,21,2020-07-14 00:00:00
7625,L&T Banking and PSU Debt Fund - Direct Plan - Growth,119795,0,21,2020-07-14 00:00:00
7626,L&T Banking and PSU Debt Fund - Direct Plan - Weekly Dividend,119797,0,21,2020-07-14 00:00:00
7627,L&T Banking and PSU Debt Fund - Regular Plan - Daily Dividend,118076,0,21,2020-07-14 00:00:00
7628,L&T Banking and PSU Debt Fund - Regular Plan - Growth,118078,0,21,2020-07-14 00:00:00
7629,L&T Banking and PSU Debt Fund - Regular Plan - Weekly Dividend,118077,0,21,2020-07-14 00:00:00
7630,L&T Banking and PSU Debt Fund -  Direct Plan - Monthly Dividend,119794,0,21,2020-07-14 00:00:00
7631,UTI Banking & PSU Debt Fund - Regular Plan - Monthly div Option,136110,0,15,2020-07-14 00:00:00
7632,PGIM India Banking and PSU Debt fund - Quarterly Dividend,138571,0,6,2020-07-14 00:00:00
7633,PGIM India Banking and PSU Debt fund- Direct Plan- Annual Dividend,138568,0,6,2020-07-14 00:00:00
7634,Sundaram BANKING AND PSU DEBT FUND- Direct Plan - Growth Option,119625,0,12,2020-07-14 00:00:00
7635,Tata Banking & PSU Debt Fund-Direct Plan-Dividend Payout,147637,0,13,2020-07-14 00:00:00
7636,Tata Banking & PSU Debt Fund-Direct Plan-Dividend Reinvestment,147638,0,13,2020-07-14 00:00:00
7637,Tata Banking & PSU Debt Fund-Direct Plan-Growth,147636,0,13,2020-07-14 00:00:00
7638,Tata Banking & PSU Debt Fund-Regular Plan-Dividend Payout,147634,0,13,2020-07-14 00:00:00
7639,Tata Banking & PSU Debt Fund-Regular Plan-Dividend Reinvestment,147633,0,13,2020-07-14 00:00:00
7640,Tata Banking & PSU Debt Fund-Regular Plan-Growth,147635,0,13,2020-07-14 00:00:00
7641,UTI Banking & PSU Debt Fund - Direct Plan - Annual Div Option,140135,0,15,2020-07-14 00:00:00
7642,UTI Banking & PSU Debt Fund - Direct Plan - Flexi Div Option,133972,0,15,2020-07-14 00:00:00
7643,UTI Banking & PSU Debt Fund - Direct Plan - Growth Option,126940,0,15,2020-07-14 00:00:00
7644,UTI Banking & PSU Debt Fund - Direct Plan - Half Yearly  Div Option,141375,0,15,2020-07-14 00:00:00
7645,UTI Banking & PSU Debt Fund - Direct Plan - Monthly Div Option,134026,0,15,2020-07-14 00:00:00
7646,UTI Banking & PSU Debt Fund - Direct Plan - Quarterly Div Option,126942,0,15,2020-07-14 00:00:00
7647,UTI Banking & PSU Debt Fund - Regular Plan - Annual Div Option,140116,0,15,2020-07-14 00:00:00
7648,UTI Banking & PSU Debt Fund - Regular Plan - Flexi Div Option,133971,0,15,2020-07-14 00:00:00
7649,SUNDARAM BANKING AND PSU DEBT FUND Retail - Growth,100781,0,12,2020-07-14 00:00:00
7650,SUNDARAM BANKING AND PSU DEBT FUND REGULAR MONTHLY DIVIDEND RE INVESTMENT,100793,0,12,2020-07-14 00:00:00
7651,SUNDARAM BANKING AND PSU DEBT FUND REGULAR GROWTH,100784,0,12,2020-07-14 00:00:00
7652,SUNDARAM BANKING AND PSU DEBT FUND REGULAR DAILY REINVESTMENT,100782,0,12,2020-07-14 00:00:00
7653,PGIM India Banking and PSU Debt fund- Direct Plan- Monthly Dividend,138563,0,6,2020-07-14 00:00:00
7654,PGIM India Banking and PSU Debt fund- Direct Plan-Growth,138564,0,6,2020-07-14 00:00:00
7655,SBI BANKING & PSU FUND - Direct Plan  - Weekly Dividend,125504,0,10,2020-07-14 00:00:00
7656,SBI BANKING & PSU FUND - Direct Plan - Daily Dividend,125502,0,10,2020-07-14 00:00:00
7657,SBI BANKING & PSU FUND - Direct Plan - Growth,125503,0,10,2020-07-14 00:00:00
7658,SBI BANKING & PSU FUND - Direct Plan - Monthly Dividend,125505,0,10,2020-07-14 00:00:00
7659,SBI BANKING & PSU FUND - Regular Paln - Growth,125498,0,10,2020-07-14 00:00:00
7660,PGIM India Banking and PSU Debt fund -Growth,138566,0,6,2020-07-14 00:00:00
7661,SBI BANKING & PSU FUND - Regular Plan - Daily Dividend,125499,0,10,2020-07-14 00:00:00
7662,SBI BANKING & PSU FUND - Regular Plan - Weekly Dividend,125500,0,10,2020-07-14 00:00:00
7663,SUNDARAM BANKING AND PSU DEBT FUND  RETAIL MONTHLY DIVIDEND,100780,0,12,2020-07-14 00:00:00
7664,SUNDARAM BANKING AND PSU DEBT FUND - Bonus Option,118326,0,12,2020-07-14 00:00:00
7665,SUNDARAM BANKING AND PSU DEBT FUND - DIRECT PLAN MONTHLY DIVIDEND,119626,0,12,2020-07-14 00:00:00
7666,SUNDARAM BANKING AND PSU DEBT FUND - Regular Weekly Dividend,100783,0,12,2020-07-14 00:00:00
7667,SUNDARAM BANKING AND PSU DEBT FUND DIRECT BONUS (FORMERLY SFRSTP - DIRECT BONUS,119629,0,12,2020-07-14 00:00:00
7668,SUNDARAM BANKING AND PSU DEBT FUND DIRECT PLAN DAILY DIVIDEND REINVESTMENT OPTION,119627,0,12,2020-07-14 00:00:00
7669,SBI BANKING & PSU FUND - Regular Plan - Monthly Dividend,125501,0,10,2020-07-14 00:00:00
7670,Kotak Gilt-Investment Regular-Dividend - Direct,119758,0,40,2020-07-14 00:00:00
7671,Kotak Gilt-Investment Regular-Growth,100265,0,40,2020-07-14 00:00:00
7672,Kotak Gilt-Investment Regular-Growth - Direct,119759,0,40,2020-07-14 00:00:00
7673,HDFC Floating Rate Debt Fund - Wholesale Monthly Div Option,106839,0,33,2020-07-14 00:00:00
7674,HDFC Floating Rate Debt Fund - Wholesale Weekly Div Option,106840,0,33,2020-07-14 00:00:00
7675,ICICI Prudential Floating Interest Fund - Bonus,130899,0,35,2020-07-14 00:00:00
7676,ICICI Prudential Floating Interest Fund - Daily Dividend,101804,0,35,2020-07-14 00:00:00
7677,ICICI Prudential Floating Interest Fund - Direct Plan - Daily Dividend,120423,0,35,2020-07-14 00:00:00
7678,ICICI Prudential Floating Interest Fund - Direct Plan - Dividend Others,120426,0,35,2020-07-14 00:00:00
7679,ICICI Prudential Floating Interest Fund - Direct Plan - Fortnightly Dividend,120427,0,35,2020-07-14 00:00:00
7680,ICICI Prudential Floating Interest Fund - Direct Plan - Growth,120425,0,35,2020-07-14 00:00:00
7681,ICICI Prudential Floating Interest Fund - Direct Plan - Monthly Dividend,122607,0,35,2020-07-14 00:00:00
7682,ICICI Prudential Floating Interest Fund - Direct Plan - Quarterly Dividend,125216,0,35,2020-07-14 00:00:00
7683,ICICI Prudential Floating Interest Fund - Direct Plan - Weekly Dividend,120424,0,35,2020-07-14 00:00:00
7684,ICICI Prudential Floating Interest Fund - Dividend Others,115510,0,35,2020-07-14 00:00:00
7685,ICICI Prudential Floating Interest Fund - Fortnightly Dividend,101803,0,35,2020-07-14 00:00:00
7686,ICICI Prudential Floating Interest Fund - Growth,101802,0,35,2020-07-14 00:00:00
7687,ICICI Prudential Floating Interest Fund - Monthly Dividend,122606,0,35,2020-07-14 00:00:00
7688,HDFC Floating Rate Debt Fund - Wholesale Growth Option,106841,0,33,2020-07-14 00:00:00
7689,HDFC Floating Rate Debt Fund - Wholesale Daily Div Option,106838,0,33,2020-07-14 00:00:00
7690,HDFC Floating Rate Debt Fund - Direct Plan - Weekly Div,118962,0,33,2020-07-14 00:00:00
7691,HDFC Floating Rate Debt Fund - Direct Plan - Monthly Div,118960,0,33,2020-07-14 00:00:00
7692,SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - DIVIDEND,101003,0,10,2020-07-14 00:00:00
7693,SBI MAGNUM CONSTANT MATURITY FUND - REGULAR PLAN - GROWTH,101002,0,10,2020-07-14 00:00:00
7694,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Daily Dividend,122645,0,24,2020-07-14 00:00:00
7695,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Growth,122646,0,24,2020-07-14 00:00:00
7696,Aditya Birla Sun Life Floating Rate Fund-Direct Plan-Weekly Dividend,122648,0,24,2020-07-14 00:00:00
7697,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Daily Dividend,122643,0,24,2020-07-14 00:00:00
7698,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Growth,122644,0,24,2020-07-14 00:00:00
7699,ICICI Prudential Floating Interest Fund - Quarterly Dividend,122891,0,35,2020-07-14 00:00:00
7700,Aditya Birla Sun Life Floating Rate Fund-Regular Plan-Weekly Dividend,122647,0,24,2020-07-14 00:00:00
7701,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Weekly Dividend,122649,0,24,2020-07-14 00:00:00
7702,Franklin India Floating Rate Fund - Direct - Dividend,118507,0,32,2020-07-14 00:00:00
7703,Franklin India Floating Rate Fund - Direct - Growth,118508,0,32,2020-07-14 00:00:00
7704,Franklin India Floating Rate Fund - Dividend Plan,101044,0,32,2020-07-14 00:00:00
7705,Franklin India Floating Rate Fund - Growth Plan,101048,0,32,2020-07-14 00:00:00
7706,HDFC Floating Rate Debt Fund - Direct Plan - Daily Div,118959,0,33,2020-07-14 00:00:00
7707,HDFC Floating Rate Debt Fund - Direct Plan - Growth Option,118961,0,33,2020-07-14 00:00:00
7708,Aditya Birla Sun Life Floating Rate Fund-Retail Plan-Growth,122650,0,24,2020-07-14 00:00:00
7709,SBI MAGNUM CONSTANT MATURITY FUND - DIRECT PLAN - GROWTH,120137,0,10,2020-07-14 00:00:00
7710,ICICI Prudential Floating Interest Fund - Weekly Dividend,111545,0,35,2020-07-14 00:00:00
7711,ICICI Prudential Floating Interest Fund Plan A - Fortnightly Dividend,101796,0,35,2020-07-14 00:00:00
7712,Nippon India Floating Rate Fund - Direct Plan Daily Dividend Reinvestment Option,118654,0,5,2020-07-14 00:00:00
7713,Nippon India Floating Rate Fund - Direct Plan Quarterly Dividend Plan,118661,0,5,2020-07-14 00:00:00
7714,Nippon India Floating Rate Fund - Growth Plan-Growth Option,102673,0,5,2020-07-14 00:00:00
7715,Nippon India Floating Rate Fund -Direct Plan -Dividend Plan,124590,0,5,2020-07-14 00:00:00
7716,Nippon India Floating Rate Fund -Dividend Plan,124589,0,5,2020-07-14 00:00:00
7717,UTI - Floater Fund - Direct Plan  - Flexi Div Option,145291,0,15,2020-07-14 00:00:00
7718,UTI - Floater Fund - Direct Plan  - Half Yearly Div Option,145296,0,15,2020-07-14 00:00:00
7719,UTI - Floater Fund - Direct Plan  - Quarterly Div Option,145290,0,15,2020-07-14 00:00:00
7720,UTI - Floater Fund - Direct Plan - Annual Div Option,145293,0,15,2020-07-14 00:00:00
7721,UTI - Floater Fund - Direct Plan - Growth Option,145295,0,15,2020-07-14 00:00:00
7722,UTI - Floater Fund - Regular Plan  - Annual Div Option,145289,0,15,2020-07-14 00:00:00
7723,UTI - Floater Fund - Regular Plan  - Flexi Div Option,145292,0,15,2020-07-14 00:00:00
7724,UTI - Floater Fund - Regular Plan  - Growth Option,145287,0,15,2020-07-14 00:00:00
7725,UTI - Floater Fund - Regular Plan  - Half Yearly Div Option,145288,0,15,2020-07-14 00:00:00
7726,UTI - Floater Fund - Regular Plan  - Quarterly Div Option,145294,0,15,2020-07-14 00:00:00
7727,Nippon India Floating Rate Fund  - Weekly Dividend Plan,102677,0,5,2020-07-14 00:00:00
7728,Nippon India Floating Rate Fund  - Quarterly Dividend Plan,112942,0,5,2020-07-14 00:00:00
7729,Nippon India Floating Rate Fund  - Monthly Dividend Plan,102675,0,5,2020-07-14 00:00:00
7730,Nippon India Floating Rate Fund  - Direct Plan Weekly Dividend Plan,118660,0,5,2020-07-14 00:00:00
7731,ICICI Prudential Floating Interest Fund Plan A - Growth,101795,0,35,2020-07-14 00:00:00
7732,ICICI Prudential Floating Interest Fund Plan A - Weekly Dividend Option,111544,0,35,2020-07-14 00:00:00
7733,ICICI Prudential Floating Interest Fund Plan B - Dividend Daily,101799,0,35,2020-07-14 00:00:00
7734,ICICI Prudential Floating Interest Fund Plan B - Fortnightly Dividend,101794,0,35,2020-07-14 00:00:00
7735,ICICI Prudential Floating Interest Fund Plan B - Growth,101793,0,35,2020-07-14 00:00:00
7736,ICICI Prudential Floating Interest Fund Plan B - Weekly Dividend Option,111543,0,35,2020-07-14 00:00:00
7737,ICICI Prudential Floating Interest Fund Plan C - Dividend Daily,101801,0,35,2020-07-14 00:00:00
7738,ICICI Prudential Floating Interest Fund Plan A - Dividend Daily,101800,0,35,2020-07-14 00:00:00
7739,ICICI Prudential Floating Interest Fund Plan C - Fortnightly Dividend,101798,0,35,2020-07-14 00:00:00
7740,KOTAK FLOATING RATE FUND-DIRECT PLAN-MONTHLY DIVIDEND REINVESTMENT OPTION,147267,0,40,2020-07-14 00:00:00
7741,KOTAK FLOATING RATE FUND-REGULAR PLAN-GROWTH OPTION,147266,0,40,2020-07-14 00:00:00
7742,KOTAK FLOATING RATE FUND-REGULAR PLAN-MONTHLY DIVIDED REINVESTMENT OPTION,147265,0,40,2020-07-14 00:00:00
7743,KOTAK FLOATING RATE FUND-REGULAR PLAN-WEEKLY DIVIDEND REINVESTMENT OPTION,147271,0,40,2020-07-14 00:00:00
7744,Nippon India Floating Rate Fund  - Daily Dividend Reinvestment Option,102676,0,5,2020-07-14 00:00:00
7745,Nippon India Floating Rate Fund  - Direct Plan Growth Plan - Growth Option,118656,0,5,2020-07-14 00:00:00
7746,Nippon India Floating Rate Fund  - Direct Plan Monthly Dividend Plan,118655,0,5,2020-07-14 00:00:00
7747,KOTAK FLOATING RATE FUND-DIRECT PLAN-GROWTH OPTION,147269,0,40,2020-07-14 00:00:00
7748,SBI MAGNUM CONSTANT MATURITY FUND - DIRECT DIVIDEND,120136,0,10,2020-07-14 00:00:00
7749,IDFC Government Securities Fund -Constant Maturity Plan -Regular Plan_Periodic Dividend,131391,0,37,2020-07-14 00:00:00
7750,IDFC Government Securities Fund -Constant Maturity Plan -Direct Plan_Periodic Dividend,131390,0,37,2020-07-14 00:00:00
7751,Nippon India Gilt Securities Fund- Direct Plan- Growth Plan- Bonus Option,133265,0,5,2020-07-14 00:00:00
7752,Nippon India Gilt Securities Fund-P F Option-Automatic Capital Appreciation Payout Option,109724,0,5,2020-07-14 00:00:00
7753,PGIM India Gilt Fund - Direct Plan - Dividend,138474,0,6,2020-07-14 00:00:00
7754,PGIM India Gilt Fund - Direct Plan - Growth,138472,0,6,2020-07-14 00:00:00
7755,PGIM India Gilt Fund - Dividend,138467,0,6,2020-07-14 00:00:00
7756,PGIM India Gilt Fund - Growth,138470,0,6,2020-07-14 00:00:00
7757,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Fixed Period - 1 Yr) Option,101950,0,10,2020-07-14 00:00:00
7758,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Fixed Period - 2 Yrs) Option,101951,0,10,2020-07-14 00:00:00
7759,SBI MAGNUM GILT FUND -  DIVIDEND - PF (Regular) Option,101935,0,10,2020-07-14 00:00:00
7760,SBI MAGNUM GILT FUND -  GROWTH - PF (Fixed Period - 3 Yrs) Option,101934,0,10,2020-07-14 00:00:00
7761,SBI MAGNUM GILT FUND -  GROWTH - PF (Regular) Option,101932,0,10,2020-07-14 00:00:00
7762,SBI MAGNUM GILT FUND - DIRECT PLAN - DIVIDEND,119706,0,10,2020-07-14 00:00:00
7763,SBI MAGNUM GILT FUND - DIRECT PLAN - GROWTH,119707,0,10,2020-07-14 00:00:00
7764,SBI MAGNUM GILT FUND - REGULAR PLAN - DIVIDEND,100999,0,10,2020-07-14 00:00:00
7765,SBI MAGNUM GILT FUND - REGULAR PLAN - GROWTH,101001,0,10,2020-07-14 00:00:00
7766,Nippon India Gilt Securities Fund -P F Option-Defined Maturity Date Option,109721,0,5,2020-07-14 00:00:00
7767,Nippon India Gilt Securities Fund -P F Option-Automatic Annual Reinvest Option,109716,0,5,2020-07-14 00:00:00
7768,Nippon India Gilt Securities Fund -Monthly Dividend Plan,109723,0,5,2020-07-14 00:00:00
7769,Nippon India Gilt Securities Fund -Growth Plan - Growth Option,109720,0,5,2020-07-14 00:00:00
7770,L&T Gilt Fund - Direct Plan - Growth,119425,0,21,2020-07-14 00:00:00
7771,L&T Gilt Fund - Direct Plan - Quarterly Dividend,119426,0,21,2020-07-14 00:00:00
7772,L&T Gilt Fund - Regular Plan - Growth,112429,0,21,2020-07-14 00:00:00
7773,L&T Gilt Fund - Regular Plan - Quarterly Dividend,112428,0,21,2020-07-14 00:00:00
7774,LIC MF Government Securities Fund-Direct Plan-Dividend,120283,0,19,2020-07-14 00:00:00
7775,LIC MF Government Securities Fund-Direct Plan-Growth,120282,0,19,2020-07-14 00:00:00
7776,LIC MF Government Securities Fund-PF Plan-Dividend,100318,0,19,2020-07-14 00:00:00
7777,SBI MGLT-  DIVIDEND - PF (Fixed Period - 3 Yrs) Option,101952,0,10,2020-07-14 00:00:00
7778,LIC MF Government Securities Fund-PF Plan-Growth,100319,0,19,2020-07-14 00:00:00
7779,LIC MF Government Securities Fund-Regular Plan-Growth,100317,0,19,2020-07-14 00:00:00
7780,Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Annual Reinvest Option,118674,0,5,2020-07-14 00:00:00
7781,Nippon India Gilt Securities Fund - Direct Plan - P F Option - Automatic Capital Appreciation Payout Option,118669,0,5,2020-07-14 00:00:00
7782,Nippon India Gilt Securities Fund - Direct Plan - P F Option - Defined Maturity Date Option,118673,0,5,2020-07-14 00:00:00
7783,Nippon India Gilt Securities Fund - Direct Plan Growth Plan - Growth Option,118672,0,5,2020-07-14 00:00:00
7784,Nippon India Gilt Securities Fund - Direct Plan- Monthly Dividend Plan,118670,0,5,2020-07-14 00:00:00
7785,Nippon India Gilt Securities Fund - Institutional Plan-Growth Plan -Growth Option,109717,0,5,2020-07-14 00:00:00
7786,LIC MF Government Securities Fund-Regular Plan-Dividend,100316,0,19,2020-07-14 00:00:00
7787,Tata Gilt Retirement Plan 28/2/25 Growth Option,101945,0,13,2020-07-14 00:00:00
7788,Tata Gilt Retirement Plan28/2/25 Dividend Option,102046,0,13,2020-07-14 00:00:00
7789,Tata Gilt Securities Fund Regular Plan -  Dividend,101049,0,13,2020-07-14 00:00:00
7790,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Growth,131061,0,35,2020-07-14 00:00:00
7791,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Half Yearly Dividend,131055,0,35,2020-07-14 00:00:00
7792,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Monthly Dividend,131053,0,35,2020-07-14 00:00:00
7793,ICICI Prudential Constant Maturity Gilt Fund - Direct Plan - Quarterly Dividend,131054,0,35,2020-07-14 00:00:00
7794,ICICI Prudential Constant Maturity Gilt Fund - Growth,131051,0,35,2020-07-14 00:00:00
7795,ICICI Prudential Constant Maturity Gilt Fund - Half Yearly Dividend,131058,0,35,2020-07-14 00:00:00
